-0.148,-13.5
-0.144,-13.5
-0.136,-13.5
-0.096,-13.5
-0.092,-5.67
-0.08,-13.5
-0.072,-13.5
-0.068,-13.5
-0.064,-13.182
-0.044,-13.5
-0.008,-13.477
0.008,-13.477
0.012,-13.477
0.024,-13.477
0.032,-13.477
0.048,-13.5
0.08,2.773
0.084,-13.5
0.088,2.591
0.1,-13.5
0.124,2.159
0.144,-14.341
0.148,-13.477
0.152,-13.182
0.16,-14.375
0.164,-13.5
0.168,-13.922
0.172,-14.394
0.176,-6.864
0.18,-14.083
0.184,-13.977
0.196,-13.909
0.2,-13.871
0.212,-12.773
0.22,-14.136
0.228,-14.318
0.248,1.841
0.252,-7.705
0.256,-13.909
0.264,-13.932
0.272,-14.432
0.28,-8.659
0.284,-14.148
0.296,-0.432
0.324,0.795
0.332,-13.545
0.34,-10.227
0.352,-14.102
0.36,-13.945
0.364,-13.795
0.368,-13.182
0.38,-14.159
0.408,1.83
0.464,-3.182
0.472,-14.182
0.476,-13.773
0.48,-13.92
0.488,-13.818
0.492,-13.955
0.516,-10.691
0.52,-14.08
0.524,-14.205
0.536,-14.364
0.54,-3.841
0.58,-13.5
0.588,-13.477
0.616,-3.977
0.624,-13.432
0.628,-13.432
0.684,-3.068
0.704,-14.318
0.712,-13.455
0.724,-14.318
0.728,-13.182
0.732,-14.318
0.748,-14.318
0.752,-14.318
0.756,-14.318
0.764,-14.318
0.768,-14.318
0.78,-5.989
0.796,-14.318
0.812,-13.977
0.836,-13.523
0.84,-13.477
0.844,-13.477
0.9,-3.841
0.916,-13.5
0.92,-13.5
0.924,-13.5
0.932,-13.5
0.94,-13.5
0.948,-13.5
0.984,-13.523
0.996,-14.364
1.0,-13.5
1.004,-13.989
1.008,-14.068
1.012,-13.523
1.016,-13.182
1.028,-13.818
1.04,-13.5
1.044,-13.773
1.052,-13.739
1.056,-13.5
1.068,-13.932
1.072,-13.5
1.08,-13.5
1.096,-13.705
1.1,-14.114
1.104,-13.5
1.116,-13.5
1.136,-13.5
1.148,-13.5
1.156,-13.5
1.164,-13.5
1.18,-13.5
1.188,-2.886
1.2,-13.5
1.204,-13.477
1.224,-13.5
1.244,-13.5
1.268,-14.364
1.276,-14.318
1.292,-4.341
1.304,-13.5
1.34,-13.477
1.4,-14.0
1.416,-13.898
1.468,-14.159
1.472,-13.833
1.476,-13.989
1.504,-14.0
1.508,-14.182
1.512,-14.0
1.524,-2.807
1.62,-4.227
1.636,-13.818
1.64,-14.0
1.66,-2.795
1.664,-13.659
1.676,-13.943
1.68,-13.523
1.684,-13.773
1.688,-14.318
1.712,-14.318
1.736,-14.318
1.744,-14.318
1.748,-14.318
1.788,-14.432
1.792,-14.409
1.796,-13.966
1.8,-14.409
1.804,-13.92
1.808,-14.432
1.816,-14.394
1.82,-14.379
1.824,-14.364
1.828,-14.0
1.836,-14.352
1.844,-14.386
1.856,-14.386
1.88,-14.364
1.92,-13.5
1.924,-13.477
1.932,-13.455
1.944,-2.682
1.988,-13.5
1.996,-13.5
2.02,-14.364
2.028,-14.364
2.036,-14.352
2.04,-14.364
2.044,-14.432
2.052,-13.909
2.064,-14.227
2.068,-14.227
2.072,-14.307
2.076,-14.227
2.08,-14.227
2.084,-14.227
2.088,-14.307
2.1,-14.114
2.12,-14.341
2.132,-13.5
2.156,-13.432
2.224,-13.898
2.236,-14.364
2.24,-14.364
2.244,-14.284
2.248,-14.341
2.264,-14.159
2.272,-14.068
2.368,-14.341
2.376,-13.5
2.444,-14.364
2.448,-13.977
2.452,-13.955
2.46,-14.227
2.484,-13.788
2.488,-14.091
2.492,-14.102
2.496,-13.795
2.512,-13.818
2.576,-13.886
2.596,-13.818
2.604,-12.886
2.616,-14.068
2.62,-13.932
2.64,-12.886
2.652,-14.136
2.656,-14.25
2.66,-14.239
2.664,-13.75
2.676,-12.886
2.68,-4.768
2.684,-14.273
2.688,-14.273
2.708,-7.58
2.712,-14.273
2.716,-14.273
2.724,-14.273
2.74,-14.273
2.744,-14.273
2.756,-14.273
2.76,-14.273
2.772,-14.144
2.776,-14.261
2.78,-14.273
2.784,-14.059
2.816,-14.17
2.828,-14.25
2.836,-14.136
2.84,-14.227
2.844,-14.227
2.856,-14.227
2.86,-14.227
2.864,-14.227
2.868,-14.227
2.876,-14.227
2.88,-14.227
2.896,-14.227
2.904,-14.227
2.932,-14.174
2.936,-14.159
2.94,-13.955
2.944,-14.153
2.948,-13.985
2.952,-13.864
3.016,-14.432
3.028,-13.9
3.032,-11.89
3.036,-13.765
3.04,-13.958
3.044,-14.053
3.048,-14.071
3.052,-14.246
3.056,-14.295
3.06,-14.261
3.064,-13.568
3.076,-1.523
3.104,-13.523
3.128,-13.5
3.148,-13.477
3.164,-13.5
3.212,-7.58
3.248,-7.193
3.304,-13.5
3.32,-6.216
3.328,-13.5
3.348,-13.716
3.352,-14.034
3.356,-13.955
3.36,-14.174
3.364,-14.114
3.376,-13.5
3.38,-13.5
3.388,-13.523
3.404,-13.682
3.408,-14.273
3.412,-14.432
3.42,-6.352
3.444,-13.591
3.448,-14.0
3.452,-14.295
3.488,-13.568
3.504,-13.568
3.508,-14.432
3.512,-13.568
3.52,-13.989
3.524,-14.106
3.532,-14.386
3.54,-14.42
3.544,-14.129
3.548,-14.091
3.556,-13.818
3.56,-14.277
3.568,-14.341
3.572,-10.778
3.576,-14.091
3.588,-14.42
3.592,-14.432
3.6,-14.364
3.604,-13.955
3.608,-14.364
3.612,-13.966
3.616,-14.364
3.62,-14.364
3.624,-14.364
3.648,-14.364
3.664,-13.545
3.756,-13.5
3.76,-13.5
3.788,-5.519
3.824,-0.955
3.86,-12.955
3.896,-4.45
3.932,-1.205
3.94,-13.523
3.992,-13.477
4.04,-1.727
4.176,-4.382
4.236,-13.5
