0.0,-0.205
0.004,-0.227
0.008,-0.227
0.012,-0.227
0.016,-0.25
0.02,-0.227
0.024,-0.205
0.028,-0.205
0.032,-0.205
0.036,-0.182
0.04,-0.159
0.044,-0.182
0.048,-0.182
0.052,-0.182
0.056,-0.182
0.06,-0.182
0.064,-0.205
0.068,-0.227
0.072,-0.205
0.076,-0.182
0.08,-0.182
0.084,-0.182
0.088,-0.182
0.092,-0.182
0.096,-0.182
0.1,-0.159
0.104,-0.159
0.108,-0.159
0.112,-0.159
0.116,-0.182
0.12,-0.205
0.124,-0.227
0.128,-0.205
0.132,-0.182
0.136,-0.182
0.14,-0.182
0.144,-0.159
0.148,-0.159
0.152,-0.159
0.156,-0.159
0.16,-0.159
0.164,-0.182
0.168,-0.182
0.172,-0.182
0.176,-0.182
0.18,-0.182
0.184,-0.182
0.188,-0.182
0.192,-0.182
0.196,-0.182
0.2,-0.182
0.204,-0.182
0.208,-0.159
0.212,-0.159
0.216,-0.182
0.22,-0.182
0.224,-0.182
0.228,-0.182
0.232,-0.182
0.236,-0.182
0.24,-0.182
0.244,-0.159
0.248,-0.159
0.252,-0.182
0.256,-0.182
0.26,-0.182
0.264,-0.182
0.268,-0.182
0.272,-0.182
0.276,-0.182
0.28,-0.159
0.284,-0.159
0.288,-0.182
0.292,-0.182
0.296,-0.182
0.3,-0.182
0.304,-0.182
0.308,-0.182
0.312,-0.182
0.316,-0.182
0.32,-0.182
0.324,-0.182
0.328,-0.182
0.332,-0.182
0.336,-0.182
0.34,-0.182
0.344,-0.182
0.348,-0.182
0.352,-0.182
0.356,-0.182
0.36,-0.182
0.364,-0.182
0.368,-0.182
0.372,-0.159
0.376,-0.159
0.38,-0.159
0.384,-0.159
0.388,-0.159
0.392,-0.148
0.396,-0.114
0.4,-0.091
0.404,-0.068
0.408,-0.068
0.412,-0.068
0.416,-0.045
0.42,-0.045
0.424,-0.011
0.428,0.023
0.432,0.023
0.436,0.023
0.44,0.023
0.444,0.023
0.448,0.023
0.452,-0.011
0.456,-0.045
0.46,-0.08
0.464,-0.114
0.468,-0.136
0.472,-0.136
0.476,-0.136
0.48,-0.114
0.484,-0.114
0.488,-0.114
0.492,-0.114
0.496,-0.114
0.5,-0.102
0.504,-0.068
0.508,-0.045
0.512,-0.011
0.516,0.125
0.52,0.33
0.524,0.58
0.528,0.818
0.532,0.864
0.536,0.511
0.54,0.114
0.544,-0.17
0.548,-0.352
0.552,-0.375
0.556,-0.318
0.56,-0.227
0.564,-0.125
0.568,-0.068
0.572,-0.068
0.576,-0.068
0.58,-0.068
0.584,-0.068
0.588,-0.091
0.592,-0.091
0.596,-0.068
0.6,-0.068
0.604,-0.068
0.608,-0.068
0.612,-0.068
0.616,-0.045
0.62,-0.045
0.624,-0.045
0.628,-0.045
0.632,-0.068
0.636,-0.068
0.64,-0.045
0.644,-0.045
0.648,-0.045
0.652,-0.045
0.656,-0.045
0.66,-0.045
0.664,-0.045
0.668,-0.023
0.672,-0.023
0.676,-0.045
0.68,-0.023
0.684,-0.023
0.688,0.0
0.692,0.0
0.696,0.0
0.7,0.0
0.704,0.023
0.708,0.023
0.712,0.023
0.716,0.045
0.72,0.045
0.724,0.068
0.728,0.068
0.732,0.091
0.736,0.091
0.74,0.091
0.744,0.114
0.748,0.136
0.752,0.159
0.756,0.159
0.76,0.159
0.764,0.159
0.768,0.182
0.772,0.182
0.776,0.205
0.78,0.205
0.784,0.205
0.788,0.227
0.792,0.227
0.796,0.205
0.8,0.205
0.804,0.182
0.808,0.159
0.812,0.136
0.816,0.102
0.82,0.068
0.824,0.045
0.828,0.023
0.832,-0.011
0.836,-0.045
0.84,-0.068
0.844,-0.091
0.848,-0.114
0.852,-0.136
0.856,-0.159
0.86,-0.159
0.864,-0.159
0.868,-0.159
0.872,-0.159
0.876,-0.182
0.88,-0.182
0.884,-0.182
0.888,-0.182
0.892,-0.182
0.896,-0.159
0.9,-0.159
0.904,-0.159
0.908,-0.159
